Weight,City,State,Temperature,Season,Income_Level,Stress_Level,Sleep_Hours,Work_Life_Balance,Context,Recommended_Food
76,Mumbai,Maharashtra,15,Summer,Low,High,8,Poor,Urban,Chole Bhature
87,Ludhiana,Punjab,25,Autumn,High,Low,4,Good,Urban,Paneer Butter Masala
77,Kochi,Kerala,42,Winter,Medium,High,9,Good,Urban,Dal Makhani
100,Chennai,Tamil Nadu,16,Autumn,High,Low,9,Poor,Urban,Sprout Salad
63,Chandigarh,Chandigarh,11,Monsoon,Medium,Low,8,Average,Rural,Roti with Dal Tadka
67,Varanasi,Uttar Pradesh,26,Summer,High,Low,5,Good,Rural,Roti with Dal Tadka
69,Agra,Uttar Pradesh,14,Autumn,Medium,Low,9,Poor,Rural,Paneer Butter Masala
68,Agra,Uttar Pradesh,42,Winter,Medium,High,5,Poor,Urban,Dal Makhani
97,Nagpur,Maharashtra,27,Summer,Medium,Medium,4,Poor,Urban,Vegetable Pulao
58,Agra,Uttar Pradesh,32,Summer,Low,Low,7,Poor,Rural,Curd Rice
71,Delhi,Delhi,16,Monsoon,Low,Low,9,Poor,Urban,Corn on the Cob (Bhutta)
72,Surat,Gujarat,11,Winter,Low,Low,4,Poor,Urban,Oats Idli
58,Delhi,Delhi,26,Summer,Medium,High,4,Excellent,Rural,Vegetable Pulao
83,Agra,Uttar Pradesh,26,Summer,High,Low,8,Excellent,Rural,Lemon Rice
81,Hyderabad,Telangana,31,Summer,High,Low,4,Good,Urban,Aam Panna
70,Delhi,Delhi,11,Monsoon,High,Low,6,Good,Rural,Samosa
73,Ludhiana,Punjab,25,Autumn,Medium,High,6,Average,Rural,Kadai Paneer
75,Ludhiana,Punjab,29,Summer,Low,High,8,Average,Urban,Moong Dal Khichdi
59,Patna,Bihar,15,Autumn,Medium,High,4,Excellent,Urban,Litti Chokha
66,Delhi,Delhi,35,Summer,High,High,5,Poor,Rural,Lemon Rice
78,Surat,Gujarat,24,Winter,Low,Medium,7,Poor,Urban,Dal Makhani
62,Nagpur,Maharashtra,11,Autumn,Low,Medium,4,Excellent,Urban,Vegetable Pulao
52,Mumbai,Maharashtra,22,Autumn,Low,Medium,9,Excellent,Rural,Aloo Gobi
91,Chennai,Tamil Nadu,16,Autumn,Low,Low,5,Excellent,Rural,Aloo Gobi
78,Surat,Gujarat,40,Monsoon,Medium,Medium,4,Excellent,Rural,Moong Dal Khichdi
99,Bhopal,Madhya Pradesh,16,Autumn,High,Medium,8,Excellent,Rural,Chole Bhature
94,Ahmedabad,Gujarat,37,Autumn,Low,Low,9,Poor,Urban,Chole Bhature
60,Ahmedabad,Gujarat,36,Monsoon,High,Low,7,Average,Urban,Aloo Gobi
62,Kochi,Kerala,14,Winter,Medium,Medium,9,Average,Rural,Mutton Rogan Josh
67,Patna,Bihar,31,Monsoon,Medium,Medium,6,Good,Urban,Roti with Dal Tadka
60,Nagpur,Maharashtra,42,Winter,High,Low,9,Excellent,Urban,Vegetable Pulao
78,Bhopal,Madhya Pradesh,32,Autumn,Medium,Medium,9,Poor,Urban,Roti with Dal Tadka
90,Visakhapatnam,Andhra Pradesh,41,Autumn,Low,High,4,Good,Rural,Vegetable Pulao
75,Agra,Uttar Pradesh,23,Monsoon,High,Medium,7,Good,Rural,Aloo Gobi
81,Ahmedabad,Gujarat,28,Winter,Low,High,9,Average,Urban,Paneer Butter Masala
79,Varanasi,Uttar Pradesh,27,Monsoon,High,High,5,Excellent,Rural,Paneer Butter Masala
96,Hyderabad,Telangana,31,Monsoon,High,Medium,9,Good,Rural,Roti with Dal Tadka
88,Nagpur,Maharashtra,18,Autumn,Low,High,4,Good,Urban,Moong Dal Khichdi
99,Srinagar,Jammu and Kashmir,15,Autumn,Medium,Medium,4,Average,Urban,Vegetable Pulao
88,Agra,Uttar Pradesh,13,Autumn,High,Medium,8,Average,Urban,Roti with Dal Tadka
100,Visakhapatnam,Andhra Pradesh,16,Winter,Medium,Low,5,Good,Rural,Sprout Salad
62,Ludhiana,Punjab,37,Monsoon,High,Medium,9,Good,Rural,Vegetable Pulao
87,Ahmedabad,Gujarat,20,Winter,High,Low,4,Good,Rural,Vegetable Pulao
65,Lucknow,Uttar Pradesh,42,Summer,High,High,5,Good,Urban,Kadai Paneer
54,Ludhiana,Punjab,35,Winter,High,Medium,4,Good,Rural,Roti with Dal Tadka
75,Indore,Madhya Pradesh,27,Summer,High,High,8,Poor,Urban,Aloo Gobi
63,Pune,Maharashtra,35,Autumn,High,Low,4,Good,Urban,Quinoa Upma
90,Ludhiana,Punjab,21,Autumn,High,High,9,Average,Rural,Paneer Butter Masala
93,Kochi,Kerala,38,Summer,Low,Low,7,Poor,Urban,Roti with Dal Tadka
76,Patna,Bihar,18,Monsoon,Low,Low,5,Poor,Urban,Samosa
90,Varanasi,Uttar Pradesh,29,Monsoon,Medium,High,6,Average,Rural,Rajma Chawal
92,Kolkata,West Bengal,27,Autumn,Low,High,9,Good,Rural,Roti with Dal Tadka
90,Ahmedabad,Gujarat,24,Winter,Medium,Medium,6,Average,Urban,Roti with Dal Tadka
60,Jaipur,Rajasthan,14,Summer,Medium,High,7,Good,Rural,Roti with Dal Tadka
81,Visakhapatnam,Andhra Pradesh,37,Monsoon,Medium,Low,7,Good,Rural,Paneer Butter Masala
86,Jaipur,Rajasthan,18,Summer,Medium,Low,9,Good,Urban,Oats Idli
62,Hyderabad,Telangana,39,Summer,Low,High,8,Good,Rural,Lemon Rice
55,Delhi,Delhi,17,Winter,High,Medium,9,Good,Rural,Roti with Dal Tadka
77,Bangalore,Karnataka,33,Winter,Low,Low,4,Poor,Rural,Quinoa Upma
56,Pune,Maharashtra,25,Monsoon,High,Low,7,Average,Rural,Tandoori Chicken Salad
63,Srinagar,Jammu and Kashmir,18,Monsoon,High,Medium,8,Average,Rural,Pakoras with Chai
100,Lucknow,Uttar Pradesh,23,Summer,Medium,High,4,Good,Urban,Dal Makhani
94,Kolkata,West Bengal,22,Winter,High,Low,9,Good,Urban,Paneer Butter Masala
62,Guwahati,Assam,29,Autumn,Medium,High,9,Poor,Urban,Moong Dal Khichdi
81,Chandigarh,Chandigarh,28,Autumn,High,Medium,9,Excellent,Rural,Aloo Gobi
52,Kolkata,West Bengal,25,Summer,Medium,Low,7,Excellent,Rural,Chole Bhature
79,Chennai,Tamil Nadu,14,Summer,Low,High,7,Average,Urban,Curd Rice
57,Guwahati,Assam,41,Summer,High,Medium,8,Average,Rural,Paneer Butter Masala
93,Kolkata,West Bengal,12,Monsoon,High,High,9,Good,Rural,Dal Makhani
90,Srinagar,Jammu and Kashmir,40,Summer,High,Medium,4,Poor,Rural,Sprout Salad
67,Srinagar,Jammu and Kashmir,30,Monsoon,High,High,4,Average,Urban,Aloo Gobi
63,Delhi,Delhi,24,Winter,Low,Medium,8,Good,Urban,Chole Bhature
64,Pune,Maharashtra,26,Autumn,Low,Medium,4,Poor,Rural,Roti with Dal Tadka
78,Indore,Madhya Pradesh,35,Monsoon,Low,Medium,5,Excellent,Rural,Corn on the Cob (Bhutta)
80,Lucknow,Uttar Pradesh,28,Monsoon,High,Low,6,Poor,Rural,Quinoa Upma
90,Ahmedabad,Gujarat,35,Summer,Low,Low,7,Excellent,Rural,Roti with Dal Tadka
53,Chandigarh,Chandigarh,23,Summer,Medium,High,8,Excellent,Rural,Paneer Butter Masala
54,Patna,Bihar,36,Summer,Low,High,5,Average,Rural,Sprout Salad
59,Patna,Bihar,27,Monsoon,High,High,5,Excellent,Urban,Moong Dal Khichdi
98,Lucknow,Uttar Pradesh,37,Monsoon,Low,Medium,6,Good,Urban,Pakoras with Chai
53,Delhi,Delhi,40,Monsoon,Low,Medium,8,Good,Urban,Aloo Gobi
74,Srinagar,Jammu and Kashmir,22,Summer,High,High,4,Good,Rural,Roti with Dal Tadka
96,Patna,Bihar,21,Monsoon,Medium,Medium,5,Good,Urban,Corn on the Cob (Bhutta)
80,Ludhiana,Punjab,11,Autumn,Medium,Medium,6,Good,Urban,Aloo Gobi
83,Ludhiana,Punjab,31,Monsoon,Low,Low,6,Poor,Rural,Corn on the Cob (Bhutta)
68,Agra,Uttar Pradesh,42,Winter,Low,Low,5,Good,Rural,Sarson ka Saag with Makki di Roti
98,Surat,Gujarat,10,Autumn,High,Low,4,Poor,Urban,Sprout Salad
69,Bhopal,Madhya Pradesh,42,Autumn,Medium,Medium,8,Excellent,Urban,Vegetable Pulao
74,Bhopal,Madhya Pradesh,12,Monsoon,Medium,High,8,Poor,Rural,Chole Bhature
78,Chennai,Tamil Nadu,13,Autumn,Low,Low,5,Average,Rural,Sprout Salad
68,Indore,Madhya Pradesh,27,Monsoon,Medium,Medium,4,Good,Urban,Chole Bhature
76,Patna,Bihar,10,Summer,Low,Medium,8,Average,Urban,Roti with Dal Tadka
66,Hyderabad,Telangana,41,Monsoon,High,Low,4,Good,Urban,Oats Idli
90,Srinagar,Jammu and Kashmir,37,Autumn,Medium,Medium,6,Excellent,Rural,Paneer Butter Masala
55,Kolkata,West Bengal,19,Summer,High,Low,4,Excellent,Urban,Lemon Rice
78,Delhi,Delhi,18,Summer,Low,Low,7,Excellent,Urban,Vegetable Pulao
99,Surat,Gujarat,21,Summer,High,High,5,Average,Urban,Lemon Rice
60,Delhi,Delhi,25,Autumn,Low,Low,9,Excellent,Rural,Oats Idli
65,Guwahati,Assam,24,Summer,Low,Low,7,Excellent,Urban,Quinoa Upma
90,Delhi,Delhi,34,Autumn,Medium,Low,5,Poor,Urban,Chole Bhature
56,Delhi,Delhi,14,Monsoon,High,Medium,7,Excellent,Urban,Samosa
89,Hyderabad,Telangana,10,Summer,High,Medium,5,Excellent,Rural,Chole Bhature
89,Patna,Bihar,26,Monsoon,Low,High,6,Poor,Rural,Moong Dal Khichdi
87,Chennai,Tamil Nadu,38,Autumn,High,Low,8,Average,Urban,Chole Bhature
54,Indore,Madhya Pradesh,42,Winter,Low,High,7,Poor,Urban,Dal Makhani
92,Hyderabad,Telangana,22,Summer,Medium,Medium,4,Average,Urban,Kulfi
78,Chandigarh,Chandigarh,34,Autumn,Medium,Medium,9,Excellent,Rural,Roti with Dal Tadka
57,Patna,Bihar,36,Autumn,Low,Low,4,Average,Urban,Litti Chokha
93,Srinagar,Jammu and Kashmir,21,Summer,High,Medium,4,Excellent,Urban,Aam Panna
70,Hyderabad,Telangana,37,Autumn,High,High,6,Good,Rural,Hyderabadi Dum Biryani
73,Jaipur,Rajasthan,22,Autumn,High,Medium,5,Excellent,Rural,Chole Bhature
93,Visakhapatnam,Andhra Pradesh,21,Winter,Low,Low,8,Average,Urban,Roti with Dal Tadka
56,Patna,Bihar,42,Winter,Low,Medium,5,Average,Rural,Paneer Butter Masala
77,Chennai,Tamil Nadu,14,Winter,High,Medium,5,Average,Urban,Masala Dosa
80,Guwahati,Assam,40,Autumn,High,Medium,5,Average,Urban,Chole Bhature
71,Guwahati,Assam,21,Monsoon,Medium,High,8,Excellent,Urban,Dal Makhani
65,Pune,Maharashtra,22,Autumn,Medium,Medium,9,Good,Rural,Aloo Gobi
96,Varanasi,Uttar Pradesh,40,Winter,Low,High,6,Good,Urban,Sarson ka Saag with Makki di Roti
55,Indore,Madhya Pradesh,17,Summer,High,Low,9,Average,Rural,Kulfi
77,Agra,Uttar Pradesh,37,Autumn,Medium,Medium,8,Good,Urban,Aloo Gobi
58,Chandigarh,Chandigarh,15,Monsoon,High,Medium,8,Excellent,Rural,Vegetable Pulao
66,Mumbai,Maharashtra,10,Autumn,High,High,4,Excellent,Rural,Aloo Gobi
84,Varanasi,Uttar Pradesh,28,Monsoon,Medium,Low,7,Poor,Rural,Corn on the Cob (Bhutta)
86,Patna,Bihar,37,Summer,Low,High,9,Good,Urban,Kulfi
72,Visakhapatnam,Andhra Pradesh,13,Winter,High,Medium,8,Poor,Rural,Roti with Dal Tadka
53,Kochi,Kerala,34,Summer,Medium,Medium,6,Good,Urban,Chole Bhature
76,Lucknow,Uttar Pradesh,15,Winter,Medium,Low,5,Excellent,Urban,Tandoori Chicken Salad
71,Nagpur,Maharashtra,42,Summer,Medium,Medium,5,Poor,Rural,Chole Bhature
53,Bangalore,Karnataka,15,Winter,Low,High,9,Excellent,Rural,Chole Bhature
94,Ahmedabad,Gujarat,35,Monsoon,Medium,Low,9,Good,Urban,Tandoori Chicken Salad
75,Lucknow,Uttar Pradesh,22,Winter,Low,Low,4,Excellent,Rural,Aloo Gobi
95,Patna,Bihar,10,Autumn,Medium,Medium,4,Average,Urban,Litti Chokha
67,Visakhapatnam,Andhra Pradesh,31,Autumn,Low,Low,5,Excellent,Urban,Vegetable Pulao
50,Indore,Madhya Pradesh,40,Summer,High,Low,9,Poor,Urban,Aam Panna
85,Srinagar,Jammu and Kashmir,19,Winter,Medium,Low,6,Average,Rural,Oats Idli
51,Hyderabad,Telangana,17,Winter,High,Low,4,Poor,Urban,Aloo Gobi
58,Indore,Madhya Pradesh,34,Summer,High,Medium,6,Good,Rural,Curd Rice
86,Kolkata,West Bengal,18,Monsoon,High,Medium,8,Average,Rural,Samosa
71,Chandigarh,Chandigarh,37,Summer,High,Low,7,Good,Rural,Sprout Salad
100,Indore,Madhya Pradesh,29,Winter,Medium,High,4,Poor,Urban,Moong Dal Khichdi
57,Mumbai,Maharashtra,31,Autumn,Medium,Medium,5,Good,Rural,Paneer Butter Masala
82,Jaipur,Rajasthan,10,Monsoon,High,High,5,Poor,Rural,Aloo Gobi
71,Patna,Bihar,17,Autumn,Low,Low,6,Excellent,Rural,Oats Idli
64,Ludhiana,Punjab,34,Winter,High,Medium,6,Good,Urban,Vegetable Pulao
83,Bhopal,Madhya Pradesh,17,Monsoon,Medium,High,7,Excellent,Urban,Kadai Paneer
89,Indore,Madhya Pradesh,38,Monsoon,High,Low,8,Average,Urban,Pakoras with Chai
72,Patna,Bihar,42,Autumn,High,Low,9,Excellent,Rural,Aloo Gobi
99,Jaipur,Rajasthan,36,Summer,Low,High,4,Excellent,Urban,Rajma Chawal
75,Bhopal,Madhya Pradesh,35,Monsoon,Low,High,7,Good,Urban,Rajma Chawal
79,Bhopal,Madhya Pradesh,31,Summer,High,Low,5,Excellent,Rural,Curd Rice
85,Guwahati,Assam,38,Summer,Low,Low,4,Excellent,Urban,Roti with Dal Tadka
67,Pune,Maharashtra,30,Winter,High,High,6,Excellent,Urban,Aloo Gobi
98,Srinagar,Jammu and Kashmir,13,Monsoon,Low,High,4,Average,Urban,Chole Bhature
92,Hyderabad,Telangana,40,Autumn,Medium,Medium,5,Good,Rural,Chole Bhature
92,Agra,Uttar Pradesh,21,Autumn,High,Medium,5,Poor,Rural,Vegetable Pulao
74,Chandigarh,Chandigarh,20,Winter,High,High,4,Good,Rural,Moong Dal Khichdi
82,Agra,Uttar Pradesh,21,Winter,Low,Low,8,Average,Rural,Dal Makhani
97,Mumbai,Maharashtra,18,Winter,High,Low,5,Good,Urban,Oats Idli
83,Patna,Bihar,23,Monsoon,Low,Low,6,Good,Rural,Samosa
79,Srinagar,Jammu and Kashmir,26,Monsoon,High,Medium,5,Good,Urban,Paneer Butter Masala
73,Lucknow,Uttar Pradesh,18,Autumn,High,Medium,4,Good,Rural,Vegetable Pulao
58,Ludhiana,Punjab,42,Monsoon,Medium,Low,7,Good,Urban,Oats Idli
93,Surat,Gujarat,13,Autumn,Medium,Low,7,Good,Rural,Sprout Salad
92,Jaipur,Rajasthan,18,Monsoon,Medium,High,4,Excellent,Rural,Samosa
51,Pune,Maharashtra,30,Summer,Medium,High,5,Average,Urban,Kulfi
64,Patna,Bihar,29,Summer,High,High,7,Good,Urban,Litti Chokha
75,Ahmedabad,Gujarat,42,Winter,Low,Medium,9,Poor,Urban,Sarson ka Saag with Makki di Roti
86,Guwahati,Assam,36,Summer,Low,Low,5,Good,Rural,Roti with Dal Tadka
52,Srinagar,Jammu and Kashmir,19,Monsoon,Medium,Low,5,Average,Rural,Pakoras with Chai
99,Ludhiana,Punjab,42,Winter,High,Medium,6,Poor,Rural,Mutton Rogan Josh
64,Visakhapatnam,Andhra Pradesh,22,Winter,Medium,Medium,8,Good,Urban,Mutton Rogan Josh
61,Hyderabad,Telangana,11,Summer,High,Low,9,Poor,Urban,Curd Rice
97,Delhi,Delhi,32,Winter,Low,Medium,5,Good,Rural,Chole Bhature
83,Indore,Madhya Pradesh,22,Summer,High,High,4,Average,Urban,Curd Rice
81,Surat,Gujarat,11,Autumn,Medium,Medium,6,Excellent,Urban,Roti with Dal Tadka
63,Chennai,Tamil Nadu,22,Summer,Medium,High,7,Excellent,Urban,Sprout Salad
73,Bhopal,Madhya Pradesh,30,Winter,Low,Medium,4,Poor,Urban,Paneer Butter Masala
50,Kochi,Kerala,38,Autumn,Medium,High,6,Good,Urban,Chole Bhature
55,Hyderabad,Telangana,10,Monsoon,Medium,Low,5,Poor,Rural,Chole Bhature
59,Nagpur,Maharashtra,29,Summer,Medium,Medium,9,Average,Rural,Chole Bhature
68,Chennai,Tamil Nadu,16,Autumn,Medium,Low,8,Average,Urban,Paneer Butter Masala
96,Bangalore,Karnataka,22,Monsoon,Medium,High,4,Good,Urban,Dal Makhani
60,Bangalore,Karnataka,17,Autumn,High,Low,6,Poor,Urban,Oats Idli
85,Bhopal,Madhya Pradesh,10,Monsoon,High,High,4,Excellent,Urban,Roti with Dal Tadka
82,Pune,Maharashtra,13,Summer,Medium,Medium,5,Poor,Rural,Vegetable Pulao
57,Kolkata,West Bengal,34,Summer,Low,High,4,Average,Urban,Lemon Rice
77,Agra,Uttar Pradesh,20,Winter,High,Low,9,Poor,Rural,Dal Makhani
57,Surat,Gujarat,37,Autumn,Low,High,4,Poor,Rural,Aloo Gobi
53,Agra,Uttar Pradesh,23,Winter,High,Low,7,Good,Rural,Sprout Salad
98,Srinagar,Jammu and Kashmir,17,Autumn,High,Low,8,Excellent,Urban,Chole Bhature
73,Ludhiana,Punjab,31,Monsoon,Low,Medium,8,Poor,Rural,Moong Dal Khichdi
71,Kochi,Kerala,16,Autumn,Medium,Low,9,Poor,Rural,Sprout Salad
53,Chennai,Tamil Nadu,30,Monsoon,Medium,Medium,7,Good,Urban,Aloo Gobi
59,Surat,Gujarat,41,Autumn,High,Low,6,Average,Rural,Sprout Salad
80,Patna,Bihar,37,Winter,High,High,5,Average,Rural,Chole Bhature
65,Agra,Uttar Pradesh,34,Monsoon,Low,Medium,7,Good,Rural,Moong Dal Khichdi
99,Guwahati,Assam,20,Autumn,Medium,Low,7,Average,Urban,Paneer Butter Masala
62,Guwahati,Assam,16,Summer,Low,High,5,Average,Urban,Kadai Paneer
67,Kolkata,West Bengal,30,Summer,High,Medium,6,Average,Rural,Sprout Salad
91,Hyderabad,Telangana,17,Autumn,Low,High,8,Poor,Urban,Rajma Chawal
51,Indore,Madhya Pradesh,38,Winter,Low,High,4,Good,Rural,Sarson ka Saag with Makki di Roti
92,Indore,Madhya Pradesh,12,Summer,Low,Medium,6,Average,Urban,Curd Rice
50,Mumbai,Maharashtra,13,Summer,High,Low,8,Average,Rural,Roti with Dal Tadka
91,Chennai,Tamil Nadu,31,Autumn,Low,Medium,4,Average,Urban,Roti with Dal Tadka
61,Jaipur,Rajasthan,37,Autumn,Low,Low,6,Average,Urban,Quinoa Upma
69,Bhopal,Madhya Pradesh,33,Summer,High,Low,5,Average,Rural,Aloo Gobi
89,Bangalore,Karnataka,39,Summer,Low,Low,5,Average,Urban,Roti with Dal Tadka
78,Agra,Uttar Pradesh,24,Winter,Low,High,4,Excellent,Rural,Paneer Butter Masala
65,Srinagar,Jammu and Kashmir,25,Autumn,Medium,Medium,5,Average,Urban,Roti with Dal Tadka
70,Chandigarh,Chandigarh,14,Summer,High,Medium,5,Excellent,Rural,Paneer Butter Masala
61,Ludhiana,Punjab,10,Summer,Medium,Medium,6,Poor,Urban,Chole Bhature
56,Indore,Madhya Pradesh,27,Summer,Low,High,8,Average,Rural,Chole Bhature
92,Surat,Gujarat,24,Winter,High,High,4,Poor,Rural,Sarson ka Saag with Makki di Roti
50,Jaipur,Rajasthan,29,Monsoon,Medium,Low,8,Excellent,Urban,Aloo Gobi
81,Ludhiana,Punjab,29,Monsoon,High,Medium,4,Average,Rural,Chole Bhature
57,Hyderabad,Telangana,25,Monsoon,Medium,Low,8,Poor,Urban,Hyderabadi Dum Biryani
99,Guwahati,Assam,17,Autumn,Low,High,8,Average,Urban,Rajma Chawal
93,Patna,Bihar,39,Monsoon,Low,Low,7,Good,Urban,Oats Idli
81,Pune,Maharashtra,26,Winter,Low,Low,7,Excellent,Rural,Mutton Rogan Josh
99,Jaipur,Rajasthan,15,Summer,Medium,Low,9,Excellent,Urban,Curd Rice
61,Chandigarh,Chandigarh,33,Monsoon,Low,High,9,Average,Rural,Aloo Gobi
68,Hyderabad,Telangana,40,Summer,High,Medium,5,Good,Rural,Sprout Salad
98,Hyderabad,Telangana,13,Summer,Medium,High,6,Excellent,Urban,Moong Dal Khichdi
62,Mumbai,Maharashtra,33,Autumn,Low,High,7,Poor,Urban,Aloo Gobi
85,Varanasi,Uttar Pradesh,32,Winter,Medium,High,7,Good,Urban,Sarson ka Saag with Makki di Roti
62,Visakhapatnam,Andhra Pradesh,38,Monsoon,Medium,Low,6,Poor,Urban,Sprout Salad
59,Visakhapatnam,Andhra Pradesh,16,Monsoon,Low,High,8,Poor,Rural,Paneer Butter Masala
59,Varanasi,Uttar Pradesh,17,Summer,Medium,High,4,Poor,Urban,Dal Makhani
83,Kolkata,West Bengal,19,Autumn,Low,Low,4,Good,Urban,Chole Bhature
94,Kolkata,West Bengal,14,Summer,High,Low,6,Average,Rural,Kulfi
82,Hyderabad,Telangana,15,Autumn,Low,Low,4,Excellent,Urban,Sprout Salad
90,Ludhiana,Punjab,15,Monsoon,Low,Medium,5,Good,Rural,Corn on the Cob (Bhutta)
88,Lucknow,Uttar Pradesh,29,Winter,Medium,High,6,Poor,Rural,Kadai Paneer
77,Jaipur,Rajasthan,34,Autumn,Medium,Low,4,Good,Urban,Sprout Salad
60,Mumbai,Maharashtra,42,Winter,High,Low,7,Average,Urban,Paneer Butter Masala
86,Bangalore,Karnataka,19,Summer,Low,Medium,5,Good,Urban,Kulfi
85,Mumbai,Maharashtra,16,Autumn,High,Medium,6,Poor,Rural,Chole Bhature
71,Kolkata,West Bengal,30,Summer,High,Low,6,Average,Rural,Roti with Dal Tadka
81,Hyderabad,Telangana,21,Autumn,High,High,7,Good,Rural,Roti with Dal Tadka
61,Guwahati,Assam,15,Monsoon,Low,High,4,Excellent,Urban,Corn on the Cob (Bhutta)
75,Patna,Bihar,30,Monsoon,Medium,High,5,Average,Urban,Moong Dal Khichdi
95,Pune,Maharashtra,37,Monsoon,High,High,5,Excellent,Urban,Samosa
70,Kochi,Kerala,34,Autumn,Low,Medium,7,Average,Urban,Chole Bhature
87,Surat,Gujarat,19,Winter,Medium,Medium,9,Excellent,Rural,Mutton Rogan Josh
65,Jaipur,Rajasthan,24,Summer,Medium,Low,6,Excellent,Rural,Chole Bhature
94,Delhi,Delhi,10,Autumn,Low,High,7,Excellent,Urban,Vegetable Pulao
100,Ludhiana,Punjab,37,Autumn,Low,High,5,Average,Urban,Aloo Gobi
56,Pune,Maharashtra,37,Winter,Medium,Medium,7,Average,Rural,Roti with Dal Tadka
89,Delhi,Delhi,27,Winter,Medium,High,6,Average,Urban,Gajar ka Halwa
68,Visakhapatnam,Andhra Pradesh,14,Winter,High,Medium,9,Average,Urban,Dal Makhani
88,Varanasi,Uttar Pradesh,30,Monsoon,High,Medium,6,Good,Rural,Chole Bhature
80,Agra,Uttar Pradesh,19,Autumn,Medium,Low,9,Average,Rural,Tandoori Chicken Salad
100,Bangalore,Karnataka,30,Monsoon,High,Medium,7,Excellent,Urban,Corn on the Cob (Bhutta)
69,Ahmedabad,Gujarat,32,Summer,Low,Low,6,Poor,Urban,Lemon Rice
96,Pune,Maharashtra,15,Autumn,Medium,Low,7,Poor,Rural,Tandoori Chicken Salad
100,Ludhiana,Punjab,23,Winter,High,High,8,Average,Urban,Dal Makhani
81,Chennai,Tamil Nadu,22,Winter,Medium,High,4,Good,Rural,Dal Makhani
69,Agra,Uttar Pradesh,35,Monsoon,High,High,7,Average,Urban,Moong Dal Khichdi
63,Delhi,Delhi,20,Autumn,High,High,7,Average,Rural,Paneer Butter Masala
100,Ludhiana,Punjab,23,Winter,High,Medium,4,Excellent,Rural,Sarson ka Saag with Makki di Roti
80,Indore,Madhya Pradesh,22,Summer,Medium,Medium,8,Average,Rural,Curd Rice
51,Hyderabad,Telangana,23,Autumn,Low,Medium,4,Excellent,Rural,Chole Bhature
73,Ahmedabad,Gujarat,22,Summer,Medium,Low,6,Poor,Urban,Quinoa Upma
64,Pune,Maharashtra,27,Monsoon,High,Low,4,Excellent,Rural,Paneer Butter Masala
79,Bhopal,Madhya Pradesh,34,Winter,Medium,High,7,Poor,Rural,Rajma Chawal
95,Guwahati,Assam,28,Autumn,High,Low,5,Good,Rural,Paneer Butter Masala
79,Bhopal,Madhya Pradesh,23,Winter,Low,High,5,Good,Rural,Sarson ka Saag with Makki di Roti
62,Delhi,Delhi,25,Winter,Medium,High,4,Average,Urban,Chole Bhature
72,Jaipur,Rajasthan,37,Monsoon,Low,High,6,Average,Rural,Chole Bhature
50,Bangalore,Karnataka,18,Summer,Low,High,5,Poor,Rural,Rajma Chawal
63,Bangalore,Karnataka,34,Summer,Medium,Medium,7,Excellent,Rural,Sprout Salad
92,Bangalore,Karnataka,19,Autumn,Medium,Low,5,Poor,Urban,Tandoori Chicken Salad
73,Delhi,Delhi,24,Winter,Medium,High,9,Average,Rural,Kadai Paneer
96,Varanasi,Uttar Pradesh,34,Winter,Medium,High,4,Average,Rural,Vegetable Pulao
50,Ludhiana,Punjab,13,Monsoon,Low,Medium,4,Average,Urban,Vegetable Pulao
83,Visakhapatnam,Andhra Pradesh,33,Monsoon,High,High,9,Average,Rural,Corn on the Cob (Bhutta)
55,Chandigarh,Chandigarh,15,Summer,Low,Low,5,Good,Urban,Lemon Rice
82,Nagpur,Maharashtra,29,Monsoon,High,Medium,9,Good,Urban,Chole Bhature
100,Guwahati,Assam,22,Winter,Medium,Medium,7,Average,Rural,Vegetable Pulao
76,Mumbai,Maharashtra,35,Autumn,Low,High,6,Good,Rural,Vegetable Pulao
52,Srinagar,Jammu and Kashmir,17,Monsoon,Medium,Low,6,Good,Urban,Tandoori Chicken Salad
75,Chandigarh,Chandigarh,29,Autumn,Low,High,5,Excellent,Urban,Aloo Gobi
87,Delhi,Delhi,18,Winter,Low,Low,5,Poor,Urban,Paneer Butter Masala
92,Agra,Uttar Pradesh,29,Autumn,High,Low,5,Excellent,Rural,Aloo Gobi
72,Jaipur,Rajasthan,13,Summer,Low,Medium,6,Poor,Rural,Aloo Gobi
78,Nagpur,Maharashtra,20,Winter,Low,High,8,Poor,Urban,Kadai Paneer
72,Kolkata,West Bengal,14,Winter,Low,Medium,9,Excellent,Urban,Chole Bhature
77,Agra,Uttar Pradesh,17,Monsoon,Low,Low,6,Poor,Urban,Chole Bhature
51,Kolkata,West Bengal,30,Autumn,High,Medium,6,Average,Urban,Chole Bhature
56,Bhopal,Madhya Pradesh,18,Winter,Low,High,4,Poor,Urban,Gajar ka Halwa
62,Kochi,Kerala,25,Autumn,High,Low,5,Excellent,Urban,Quinoa Upma
61,Visakhapatnam,Andhra Pradesh,32,Winter,Medium,High,4,Poor,Urban,Chole Bhature
55,Patna,Bihar,26,Monsoon,High,Medium,9,Average,Urban,Corn on the Cob (Bhutta)
92,Jaipur,Rajasthan,24,Monsoon,Low,High,9,Excellent,Urban,Dal Makhani
74,Hyderabad,Telangana,25,Summer,High,High,9,Good,Rural,Roti with Dal Tadka
69,Chandigarh,Chandigarh,21,Summer,Medium,Low,4,Average,Rural,Curd Rice
